,,,"Parkdale--High Park [Federal electoral district], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","      Northern European origins; n.i.e.",107,     120,,      55,,      65,,   12540,,    6400,,    6140,
"Ethnic origin population","    Eastern European origins",,   22965,,   10690,,   12275,, 1339610,,  644610,,  695000,
"Ethnic origin population","      Bulgarian",,     305,,     160,,     140,,   16750,,    8230,,    8525,
"Ethnic origin population","      Byelorussian",,     320,,     125,,     190,,   11690,,    5645,,    6045,
"Ethnic origin population","      Czech",,     880,,     420,,     460,,   42340,,   20815,,   21530,
"Ethnic origin population","      Czechoslovakian; n.o.s.",108,     110,,      50,,      60,,   14810,,    6820,,    7990,
"Ethnic origin population","      Estonian",,     330,,     155,,     175,,   15075,,    7255,,    7825,
"Ethnic origin population","      Hungarian",,    2220,,    1105,,    1110,,  163500,,   79850,,   83655,
"Ethnic origin population","      Latvian",,     610,,     265,,     345,,   18095,,    8615,,    9480,
"Ethnic origin population","      Lithuanian",,    1365,,     560,,     800,,   35100,,   16965,,   18135,
"Ethnic origin population","      Moldovan",,      60,,      25,,      40,,    3905,,    1910,,    1995,
"Ethnic origin population","      Polish",,    9020,,    4235,,    4785,,  523490,,  251575,,  271910,
"Ethnic origin population","      Romanian",,     955,,     460,,     495,,   98235,,   46825,,   51410,
"Ethnic origin population","      Russian",,    3710,,    1555,,    2155,,  220850,,  103650,,  117200,
"Ethnic origin population","      Slovak",,     600,,     305,,     295,,   40535,,   19645,,   20885,
"Ethnic origin population","      Ukrainian",,    6915,,    3100,,    3820,,  376440,,  181725,,  194715,
"Ethnic origin population","      Eastern European origins; n.i.e.",109,     160,,      85,,      75,,   10330,,    4940,,    5390,
"Ethnic origin population","    Southern European origins",,   18795,,    9265,,    9530,, 1772160,,  880335,,  891830,
"Ethnic origin population","      Albanian",,     285,,     150,,     135,,   25980,,   13085,,   12895,
"Ethnic origin population","      Bosnian",,     140,,      45,,      95,,   14680,,    7255,,    7425,
"Ethnic origin population","      Catalan",,      15,,      10,,      10,,     285,,     180,,     110,
"Ethnic origin population","      Croatian",,    1320,,     615,,     705,,   82220,,   41350,,   40875,
"Ethnic origin population","      Cypriot",,      55,,      30,,      25,,    4400,,    2170,,    2230,
"Ethnic origin population","      Greek",,    1945,,     975,,     970,,  148555,,   74830,,   73720,
"Ethnic origin population","      Italian",,    7195,,    3610,,    3585,,  931805,,  467100,,  464705,
"Ethnic origin population","      Kosovar",,       0,,       0,,       0,,    1305,,     655,,     650,
"Ethnic origin population","      Macedonian",,     335,,     175,,     155,,   39440,,   19820,,   19625,
"Ethnic origin population","      Maltese",,     985,,     455,,     530,,   35255,,   17525,,   17730,
"Ethnic origin population","      Montenegrin",,      65,,      35,,      25,,    2545,,    1295,,    1250,
"Ethnic origin population","      Portuguese",,    3510,,    1645,,    1860,,  324930,,  160970,,  163960,
"Ethnic origin population","      Serbian",,    1805,,     915,,     895,,   66835,,   34035,,   32800,
"Ethnic origin population","      Sicilian",,      30,,      15,,      20,,    4190,,    2090,,    2100,
"Ethnic origin population","      Slovenian",,     430,,     195,,     235,,   26485,,   13215,,   13275,
"Ethnic origin population","      Spanish",,    2330,,    1190,,    1145,,  171145,,   78880,,   92265,
"Ethnic origin population","      Yugoslavian; n.o.s.",110,     195,,     120,,      80,,   20245,,    9785,,   10460,
"Ethnic origin population","      Southern European origins; n.i.e.",111,      10,,       0,,      10,,     965,,     425,,     540,
"Ethnic origin population","    Other European origins",,    1715,,     790,,     925,,  105865,,   53050,,   52820,
"Ethnic origin population","      Basque",,      15,,      10,,      10,,    1585,,     805,,     780,
"Ethnic origin population","      Jewish",,    1325,,     625,,     705,,   77280,,   38860,,   38425,
"Ethnic origin population","      Roma (Gypsy)",,      70,,      25,,      50,,    2295,,    1050,,    1245,
"Ethnic origin population","      Slavic; n.o.s.",112,      60,,      30,,      30,,    2065,,    1110,,     955,
"Ethnic origin population","      Other European origins; n.i.e.",113,     265,,     135,,     130,,   23290,,   11540,,   11750,
"Ethnic origin population","  Caribbean origins",,    3880,,    1745,,    2135,,  462600,,  213660,,  248940,
"Ethnic origin population","    Antiguan",,      25,,       0,,      20,,    3275,,    1480,,    1800,
"Ethnic origin population","    Bahamian",,      30,,      25,,       0,,    2305,,    1190,,    1115,
"Ethnic origin population","    Barbadian",,     355,,     185,,     165,,   26625,,   12375,,   14250,
"Ethnic origin population","    Bermudan",,      20,,      10,,      15,,    2010,,     925,,    1085,
"Ethnic origin population","    Carib",,      15,,      10,,      10,,    2295,,     855,,    1440,
"Ethnic origin population","    Cuban",,     220,,      95,,     125,,   14490,,    6625,,    7865,
"Ethnic origin population","    Dominican",,      85,,      40,,      40,,    9180,,    4420,,    4760,
"Ethnic origin population","    Grenadian",,     175,,      70,,     105,,   14690,,    6420,,    8275,
"Ethnic origin population","    Guadeloupean",,       0,,       0,,       0,,      70,,      20,,      50,
"Ethnic origin population","    Haitian",,      90,,      40,,      45,,   17715,,    8085,,    9630,
"Ethnic origin population","    Jamaican",,    1800,,     755,,    1045,,  257060,,  119100,,  137955,
"Ethnic origin population","    Kittitian/Nevisian",,      10,,      10,,      10,,    2260,,    1090,,    1175,
"Ethnic origin population","    Martinican",,       0,,       0,,       0,,     195,,      65,,     125,
"Ethnic origin population","    Montserratan",,       0,,       0,,       0,,     620,,     300,,     325,
"Ethnic origin population","    Puerto Rican",,      20,,      10,,      10,,    1495,,     755,,     740,
"Ethnic origin population","    St. Lucian",,      60,,      15,,      40,,    7170,,    3195,,    3985,
"Ethnic origin population","    Trinidadian/Tobagonian",,     730,,     310,,     420,,   59560,,   27850,,   31710,
"Ethnic origin population","    Vincentian/Grenadinian",,     140,,      60,,      75,,   12155,,    5250,,    6905,
"Ethnic origin population","    West Indian; n.o.s.",114,     350,,     160,,     185,,   56865,,   25380,,   31480,
"Ethnic origin population","    Caribbean origins; n.i.e.",115,     125,,      80,,      45,,   16970,,    7770,,    9195,
"Ethnic origin population","  Latin; Central and South American origins",,    4050,,    1935,,    2115,,  322210,,  153045,,  169165,
"Ethnic origin population","    Aboriginal from Central/South America (except Arawak and Maya)",,     180,,      85,,      95,,   10795,,    5040,,    5750,
"Ethnic origin population","    Arawak",,      10,,      10,,      10,,    1055,,     470,,     585,
"Ethnic origin population","    Argentinian",,     180,,      85,,      90,,   11460,,    5620,,    5840,
"Ethnic origin population","    Belizean",,      15,,      10,,      15,,     810,,     395,,     415,
"Ethnic origin population","    Bolivian",,      20,,      15,,      10,,    1885,,     935,,     955,
"Ethnic origin population","    Brazilian",,     305,,     135,,     170,,   18395,,    8760,,    9635,
"Ethnic origin population","    Chilean",,     330,,     200,,     125,,   14625,,    7015,,    7610,
"Ethnic origin population","    Colombian",,     405,,     195,,     210,,   40820,,   19345,,   21480,
"Ethnic origin population","    Costa Rican",,       0,,      10,,       0,,    2790,,    1380,,    1410,
"Ethnic origin population","    Ecuadorian",,     240,,     125,,     115,,   20385,,    9650,,   10735,
"Ethnic origin population","    Guatemalan",,      90,,      25,,      60,,   10040,,    4870,,    5170,
"Ethnic origin population","    Guyanese",,     650,,     290,,     360,,   73360,,   34050,,   39315,
"Ethnic origin population","    Hispanic",,     100,,      55,,      45,,    5805,,    2790,,    3015,
"Ethnic origin population","    Honduran",,      25,,      20,,      10,,    3360,,    1590,,    1765,
"Ethnic origin population","    Maya",,      15,,       0,,      20,,    2500,,    1285,,    1215,
"Ethnic origin population","    Mexican",,     725,,     315,,     410,,   43120,,   20735,,   22380,
"Ethnic origin population","    Nicaraguan",,      55,,      25,,      30,,    7100,,    3440,,    3665,
"Ethnic origin population","    Panamanian",,      55,,      25,,      30,,    2475,,    1125,,    1355,
"Ethnic origin population","    Paraguayan",,       0,,       0,,       0,,     600,,     280,,     320,
"Ethnic origin population","    Peruvian",,     270,,     125,,     150,,   14780,,    6985,,    7800,
"Ethnic origin population","    Salvadorean",,     235,,     125,,     110,,   27595,,   13530,,   14070,
"Ethnic origin population","    Uruguayan",,      80,,      45,,      35,,    4200,,    2150,,    2050,
"Ethnic origin population","    Venezuelan",,     170,,      80,,      90,,   11750,,    5320,,    6430,
"Ethnic origin population","    Latin; Central and South American origins; n.i.e.",116,     150,,      65,,      85,,   14095,,    6745,,    7350,
"Ethnic origin population","  African origins",,    4175,,    2135,,    2045,,  414095,,  203260,,  210835,
"Ethnic origin population","    Central and West African origins",,     730,,     340,,     390,,   85735,,   42745,,   42990,
"Ethnic origin population","      Akan",,       0,,       0,,       0,,     965,,     540,,     425,
"Ethnic origin population","      Angolan",,      45,,      15,,      30,,    1635,,     815,,     820,
"Ethnic origin population","      Ashanti",,       0,,       0,,       0,,    1205,,     620,,     585,
"Ethnic origin population","      Beninese",,      10,,      10,,       0,,     555,,     280,,     270,
"Ethnic origin population","      Burkinabe",,       0,,       0,,       0,,     415,,     190,,     225,
"Ethnic origin population","      Cameroonian",,      25,,      15,,      15,,    4700,,    2330,,    2370,
"Ethnic origin population","      Chadian",,      10,,      10,,       0,,     645,,     320,,     325,
"Ethnic origin population","      Congolese",,      70,,      25,,      45,,   10425,,    4960,,    5460,
"Ethnic origin population","      Edo",,       0,,       0,,      10,,    1025,,     545,,     480,
"Ethnic origin population","      Ewe",,       0,,       0,,       0,,     180,,      95,,      80,
"Ethnic origin population","      Gabonese",,      10,,       0,,      10,,     170,,      80,,      90,
"Ethnic origin population","      Gambian",,      35,,      10,,      25,,     630,,     305,,     330,
"Ethnic origin population","      Ghanaian",,     120,,      55,,      70,,   24850,,   12060,,   12790,
"Ethnic origin population","      Guinean",,      10,,      10,,       0,,    1105,,     550,,     560,
