,,,"Canada [Country]",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","      Flemish",,   11685,,    5730,,    5960,,    4005,,    2005,,    1995,
"Ethnic origin population","      Frisian",,    4590,,    2395,,    2195,,    2705,,    1400,,    1305,
"Ethnic origin population","      German",, 3322405,, 1626785,, 1695615,, 1189670,,  579315,,  610355,
"Ethnic origin population","      Luxembourger",,    3915,,    2025,,    1890,,     915,,     500,,     415,
"Ethnic origin population","      Swiss",,  155120,,   76935,,   78185,,   59835,,   29395,,   30440,
"Ethnic origin population","      Western European origins; n.i.e.",106,    3365,,    1645,,    1720,,    1095,,     560,,     530,
"Ethnic origin population","    Northern European origins (except British Isles origins)",, 1201320,,  579005,,  622315,,  266085,,  127885,,  138195,
"Ethnic origin population","      Danish",,  207470,,  100660,,  106810,,   53555,,   26355,,   27195,
"Ethnic origin population","      Finnish",,  143645,,   69045,,   74600,,   76755,,   36955,,   39800,
"Ethnic origin population","      Icelandic",,  101795,,   49875,,   51915,,   13215,,    6325,,    6895,
"Ethnic origin population","      Norwegian",,  463275,,  223075,,  240200,,   59335,,   28350,,   30980,
"Ethnic origin population","      Swedish",,  349645,,  163545,,  186095,,   71035,,   32705,,   38325,
"Ethnic origin population","      Northern European origins; n.i.e.",107,   52780,,   26965,,   25820,,   12540,,    6400,,    6140,
"Ethnic origin population","    Eastern European origins",, 3431245,, 1666740,, 1764505,, 1339610,,  644610,,  695000,
"Ethnic origin population","      Bulgarian",,   34565,,   16935,,   17625,,   16750,,    8230,,    8525,
"Ethnic origin population","      Byelorussian",,   20710,,   10190,,   10515,,   11690,,    5645,,    6045,
"Ethnic origin population","      Czech",,  104580,,   51555,,   53030,,   42340,,   20815,,   21530,
"Ethnic origin population","      Czechoslovakian; n.o.s.",108,   40715,,   19235,,   21480,,   14810,,    6820,,    7990,
"Ethnic origin population","      Estonian",,   24530,,   11715,,   12815,,   15075,,    7255,,    7825,
"Ethnic origin population","      Hungarian",,  348085,,  170040,,  178045,,  163500,,   79850,,   83655,
"Ethnic origin population","      Latvian",,   30725,,   14920,,   15805,,   18095,,    8615,,    9480,
"Ethnic origin population","      Lithuanian",,   59285,,   28745,,   30535,,   35100,,   16965,,   18135,
"Ethnic origin population","      Moldovan",,   14915,,    7265,,    7650,,    3905,,    1910,,    1995,
"Ethnic origin population","      Polish",, 1106585,,  533830,,  572750,,  523490,,  251575,,  271910,
"Ethnic origin population","      Romanian",,  238050,,  114705,,  123345,,   98235,,   46825,,   51410,
"Ethnic origin population","      Russian",,  622445,,  297600,,  324850,,  220850,,  103650,,  117200,
"Ethnic origin population","      Slovak",,   72285,,   35360,,   36925,,   40535,,   19645,,   20885,
"Ethnic origin population","      Ukrainian",, 1359655,,  663560,,  696095,,  376440,,  181725,,  194715,
"Ethnic origin population","      Eastern European origins; n.i.e.",109,   20415,,    9895,,   10520,,   10330,,    4940,,    5390,
"Ethnic origin population","    Southern European origins",, 3012375,, 1494605,, 1517775,, 1772160,,  880335,,  891830,
"Ethnic origin population","      Albanian",,   36185,,   18385,,   17800,,   25980,,   13085,,   12895,
"Ethnic origin population","      Bosnian",,   26740,,   13320,,   13420,,   14680,,    7255,,    7425,
"Ethnic origin population","      Catalan",,    1280,,     740,,     535,,     285,,     180,,     110,
"Ethnic origin population","      Croatian",,  133970,,   67825,,   66140,,   82220,,   41350,,   40875,
"Ethnic origin population","      Cypriot",,    5650,,    2850,,    2795,,    4400,,    2170,,    2230,
"Ethnic origin population","      Greek",,  271410,,  137405,,  134005,,  148555,,   74830,,   73720,
"Ethnic origin population","      Italian",, 1587965,,  794525,,  793445,,  931805,,  467100,,  464705,
"Ethnic origin population","      Kosovar",,    2865,,    1470,,    1395,,    1305,,     655,,     650,
"Ethnic origin population","      Macedonian",,   43110,,   21650,,   21460,,   39440,,   19820,,   19625,
"Ethnic origin population","      Maltese",,   41920,,   20955,,   20965,,   35255,,   17525,,   17730,
"Ethnic origin population","      Montenegrin",,    4160,,    2180,,    1985,,    2545,,    1295,,    1250,
"Ethnic origin population","      Portuguese",,  482605,,  239360,,  243250,,  324930,,  160970,,  163960,
"Ethnic origin population","      Serbian",,   96530,,   49095,,   47440,,   66835,,   34035,,   32800,
"Ethnic origin population","      Sicilian",,    6940,,    3500,,    3435,,    4190,,    2090,,    2100,
"Ethnic origin population","      Slovenian",,   40470,,   20105,,   20365,,   26485,,   13215,,   13275,
"Ethnic origin population","      Spanish",,  396460,,  184520,,  211945,,  171145,,   78880,,   92265,
"Ethnic origin population","      Yugoslavian; n.o.s.",110,   38480,,   18620,,   19860,,   20245,,    9785,,   10460,
"Ethnic origin population","      Southern European origins; n.i.e.",111,    2170,,    1030,,    1135,,     965,,     425,,     540,
"Ethnic origin population","    Other European origins",,  226695,,  115110,,  111580,,  105865,,   53050,,   52820,
"Ethnic origin population","      Basque",,    6965,,    3690,,    3275,,    1585,,     805,,     780,
"Ethnic origin population","      Jewish",,  143660,,   72625,,   71035,,   77280,,   38860,,   38425,
"Ethnic origin population","      Roma (Gypsy)",,    4630,,    2195,,    2440,,    2295,,    1050,,    1245,
"Ethnic origin population","      Slavic; n.o.s.",112,    4870,,    2560,,    2310,,    2065,,    1110,,     955,
"Ethnic origin population","      Other European origins; n.i.e.",113,   67890,,   34730,,   33160,,   23290,,   11540,,   11750,
"Ethnic origin population","  Caribbean origins",,  749155,,  349810,,  399345,,  462600,,  213660,,  248940,
"Ethnic origin population","    Antiguan",,    4500,,    2115,,    2385,,    3275,,    1480,,    1800,
"Ethnic origin population","    Bahamian",,    3675,,    1915,,    1760,,    2305,,    1190,,    1115,
"Ethnic origin population","    Barbadian",,   37780,,   17745,,   20035,,   26625,,   12375,,   14250,
"Ethnic origin population","    Bermudan",,    3075,,    1435,,    1640,,    2010,,     925,,    1085,
"Ethnic origin population","    Carib",,    3030,,    1175,,    1860,,    2295,,     855,,    1440,
"Ethnic origin population","    Cuban",,   29065,,   13800,,   15270,,   14490,,    6625,,    7865,
"Ethnic origin population","    Dominican",,   23130,,   11000,,   12125,,    9180,,    4420,,    4760,
"Ethnic origin population","    Grenadian",,   17915,,    7835,,   10080,,   14690,,    6420,,    8275,
"Ethnic origin population","    Guadeloupean",,    1125,,     515,,     605,,      70,,      20,,      50,
"Ethnic origin population","    Haitian",,  165095,,   76460,,   88635,,   17715,,    8085,,    9630,
"Ethnic origin population","    Jamaican",,  309485,,  145080,,  164410,,  257060,,  119100,,  137955,
"Ethnic origin population","    Kittitian/Nevisian",,    2915,,    1460,,    1460,,    2260,,    1090,,    1175,
"Ethnic origin population","    Martinican",,    2010,,     900,,    1110,,     195,,      65,,     125,
"Ethnic origin population","    Montserratan",,     930,,     460,,     470,,     620,,     300,,     325,
"Ethnic origin population","    Puerto Rican",,    3405,,    1645,,    1765,,    1495,,     755,,     740,
"Ethnic origin population","    St. Lucian",,    8985,,    4095,,    4890,,    7170,,    3195,,    3985,
"Ethnic origin population","    Trinidadian/Tobagonian",,   78965,,   37325,,   41635,,   59560,,   27850,,   31710,
"Ethnic origin population","    Vincentian/Grenadinian",,   17420,,    7475,,    9945,,   12155,,    5250,,    6905,
"Ethnic origin population","    West Indian; n.o.s.",114,   70270,,   31625,,   38645,,   56865,,   25380,,   31480,
"Ethnic origin population","    Caribbean origins; n.i.e.",115,   26830,,   12520,,   14310,,   16970,,    7770,,    9195,
"Ethnic origin population","  Latin; Central and South American origins",,  674640,,  325210,,  349430,,  322210,,  153045,,  169165,
"Ethnic origin population","    Aboriginal from Central/South America (except Arawak and Maya)",,   22725,,   10875,,   11850,,   10795,,    5040,,    5750,
"Ethnic origin population","    Arawak",,    1440,,     610,,     830,,    1055,,     470,,     585,
"Ethnic origin population","    Argentinian",,   20680,,   10130,,   10545,,   11460,,    5620,,    5840,
"Ethnic origin population","    Belizean",,    1755,,     915,,     845,,     810,,     395,,     415,
"Ethnic origin population","    Bolivian",,    5055,,    2480,,    2580,,    1885,,     935,,     955,
"Ethnic origin population","    Brazilian",,   36830,,   17380,,   19455,,   18395,,    8760,,    9635,
"Ethnic origin population","    Chilean",,   45190,,   22280,,   22910,,   14625,,    7015,,    7610,
"Ethnic origin population","    Colombian",,   96325,,   45590,,   50735,,   40820,,   19345,,   21480,
"Ethnic origin population","    Costa Rican",,    5535,,    2680,,    2855,,    2790,,    1380,,    1410,
"Ethnic origin population","    Ecuadorian",,   25405,,   11995,,   13415,,   20385,,    9650,,   10735,
"Ethnic origin population","    Guatemalan",,   26275,,   13360,,   12915,,   10040,,    4870,,    5170,
"Ethnic origin population","    Guyanese",,   84275,,   39530,,   44745,,   73360,,   34050,,   39315,
"Ethnic origin population","    Hispanic",,   11055,,    5380,,    5670,,    5805,,    2790,,    3015,
"Ethnic origin population","    Honduran",,   10650,,    5235,,    5415,,    3360,,    1590,,    1765,
"Ethnic origin population","    Maya",,    6285,,    3350,,    2940,,    2500,,    1285,,    1215,
"Ethnic origin population","    Mexican",,  128485,,   62890,,   65595,,   43120,,   20735,,   22380,
"Ethnic origin population","    Nicaraguan",,   13705,,    6650,,    7055,,    7100,,    3440,,    3665,
"Ethnic origin population","    Panamanian",,    4700,,    2210,,    2495,,    2475,,    1125,,    1355,
"Ethnic origin population","    Paraguayan",,    4325,,    2165,,    2160,,     600,,     280,,     320,
"Ethnic origin population","    Peruvian",,   42145,,   19645,,   22505,,   14780,,    6985,,    7800,
"Ethnic origin population","    Salvadorean",,   66220,,   32960,,   33255,,   27595,,   13530,,   14070,
"Ethnic origin population","    Uruguayan",,    6795,,    3390,,    3410,,    4200,,    2150,,    2050,
"Ethnic origin population","    Venezuelan",,   26345,,   12220,,   14125,,   11750,,    5320,,    6430,
"Ethnic origin population","    Latin; Central and South American origins; n.i.e.",116,   28455,,   13930,,   14525,,   14095,,    6745,,    7350,
"Ethnic origin population","  African origins",, 1067930,,  539805,,  528120,,  414095,,  203260,,  210835,
"Ethnic origin population","    Central and West African origins",,  230110,,  118040,,  112070,,   85735,,   42745,,   42990,
"Ethnic origin population","      Akan",,    1955,,    1090,,     870,,     965,,     540,,     425,
"Ethnic origin population","      Angolan",,    2960,,    1475,,    1480,,    1635,,     815,,     820,
"Ethnic origin population","      Ashanti",,    1585,,     855,,     735,,    1205,,     620,,     585,
"Ethnic origin population","      Beninese",,    4995,,    2670,,    2320,,     555,,     280,,     270,
"Ethnic origin population","      Burkinabe",,    3150,,    1665,,    1485,,     415,,     190,,     225,
"Ethnic origin population","      Cameroonian",,   24615,,   12390,,   12230,,    4700,,    2330,,    2370,
"Ethnic origin population","      Chadian",,    1845,,     955,,     885,,     645,,     320,,     325,
"Ethnic origin population","      Congolese",,   38365,,   18925,,   19440,,   10425,,    4960,,    5460,
"Ethnic origin population","      Edo",,    1945,,    1095,,     855,,    1025,,     545,,     480,
"Ethnic origin population","      Ewe",,     845,,     470,,     375,,     180,,      95,,      80,
"Ethnic origin population","      Gabonese",,    1405,,     660,,     750,,     170,,      80,,      90,
"Ethnic origin population","      Gambian",,     975,,     495,,     475,,     630,,     305,,     330,
"Ethnic origin population","      Ghanaian",,   35495,,   17720,,   17770,,   24850,,   12060,,   12790,
"Ethnic origin population","      Guinean",,    7240,,    3785,,    3455,,    1105,,     550,,     560,
